2000 8589934592 3999
1987 8589934592 3970
1969 4937232520 3940
1937 5370601256 3910
1929 7500365561 3880
1925 5195168805 3850
1887 6673629056 3820
1885 7773908812 3790
1876 4023881452 3760
1861 4396782874 3730
1826 5957125599 3700
1798 4080109766 3670
1798 4579809831 3640
1772 3358046172 3610
1742 3944481854 3580
1733 2475184694 3550
1707 2272676304 3520
1702 2874369949 3490
1685 3929119490 3460
1666 3813473212 3430
1654 5259008776 3400
1653 5004780839 3370
1636 3455392039 3340
1632 3367089599 3310
1623 2027650016 3280
1615 1706740625 3250
1583 1890637482 3220
1567 2372851386 3190
1563 2123981915 3160
1558 2142480246 3130
1549 2069684101 3100
1540 2861595629 3070
1512 3267768603 3040
1493 1862645062 3010
1483 1760008052 2980
1465 1748851055 2950
1463 1481304883 2920
1439 1774814426 2890
1423 1192941077 2860
1406 1712941302 2830
1391 1094263140 2800
1385 1249905531 2770
1383 850517095 2740
1372 663018859 2710
1345 617825215 2680
1336 837176875 2650
1311 573436760 2620
1290 536870912 2590
1279 746535514 2560
1277 881960747 2530
1276 880128793 2500
1256 1316570917 2470
1249 1075685926 2440
1227 1296825599 2410
1220 1640829548 2380
1211 1351907612 2350
1206 1477536215 2320
1192 1887759737 2290
1179 1149414096 2260
1171 1551577074 2230
1153 1311919914 2200
1135 1893709409 2170
1122 1305478102 2140
1117 829646620 2110
1104 536870912 2080
1094 798857331 2050
1073 931447148 2020
1058 709203905 1990
1043 797977544 1960
1036 852310851 1930
1023 536870912 1900
1022 536870912 1870
1005 730014344 1840
999 700305686 1810
993 881252834 1780
992 1170930821 1750
977 1617457241 1720
972 1244923401 1690
964 1220743676 1660
951 1086988171 1630
937 1563199288 1600
931 913544794 1570
929 964947469 1540
919 1297081781 1510
907 1558910655 1480
905 2177027913 1450
901 2303675152 1420
900 3326769759 1390
899 4006539339 1360
893 3412164211 1330
876 4847488719 1300
875 2823789699 1270
860 1561070715 1240
846 1232229689 1210
830 1709006251 1180
825 2390173068 1150
820 3256526826 1120
815 4227177083 1090
814 2304123907 1060
814 3073707243 1030
809 2134668335 1000
798 1106549612 970
796 1098588612 940
791 1012553858 910
778 1188816706 880
775 1457784499 850
772 2107194227 820
757 1908664120 790
742 1671911022 760
739 2186100635 730
738 3077102430 700
733 4268383732 670
719 2188355179 640
719 1302373611 610
708 1126120260 580
703 1197701555 550
700 1721915436 520
695 2034980728 490
695 1670844253 460
692 2158351144 430
679 3203215616 400
677 3987418472 370
670 5613587209 340
658 6379317248 310
654 7659354966 280
648 4764819389 250
636 5796189335 220
633 4585119613 190
622 2827356683 160
617 2447191586 130
612 2387048661 100
602 1807919109 70
595 2298144686 40
593 2903345329 10
591 1974206827 0
581 1876592779 0
578 1642303639 0
570 2251774109 0
559 1823907373 0
554 2667815317 0
544 1707456576 0
542 1572230009 0
540 2085277576 0
537 2212156883 0
534 2218278295 0
528 1301579836 0
519 941141910 0
512 585236048 0
512 705386760 0
504 690969055 0
501 536870912 0
495 536870912 0
487 536870912 0
484 757904444 0
475 999621559 0
469 1421105905 0
463 1559286438 0
460 2233903947 0
456 3156541494 0
449 2484022194 0
444 3364750324 0
441 2915842970 0
438 3735582794 0
434 3274870251 0
431 4697506809 0
426 5180187891 0
421 3901917253 0
